p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
7.97843978795779e-07	0.285452219863086	0.504	0.302	0.0111809855188441	7	SORBS3
1.00254453917292e-06	0.27569827476737	0.724	0.535	0.0140496591719694	7	HNRNPDL
1.06580992829695e-06	-0.362474514620619	0.394	0.553	0.0149362603351535	7	NAV1
1.14992207900001e-06	-0.374352810940879	0.071	0.256	0.0161150080151061	7	NPPB
1.25700752314647e-06	0.25072946590207	0.693	0.484	0.0176157034293747	7	BRD2
1.29363566982127e-06	0.258884152729472	0.52	0.326	0.0181290102768753	7	ZC3H11A
1.37716551556817e-06	-0.304125379298282	0.181	0.363	0.0192995975351723	7	TACC2
1.40942913890297e-06	-0.252568810827692	0.26	0.448	0.0197517399525862	7	UQCRHL
1.45123469982883e-06	-0.264044332646186	0.126	0.323	0.0203376030834013	7	SLC16A3
2.09999569655519e-06	-0.289567481187044	0.283	0.461	0.0294293396915245	7	NDUFA8
2.32461352350612e-06	-0.396949071920435	0.386	0.542	0.0325771339184148	7	NDUFA1
2.3789109412782e-06	0.322356820141153	0.457	0.301	0.0333380579310726	7	TCF4
2.55775499098977e-06	0.263954586394888	0.803	0.725	0.0358443784437306	7	NUCKS1
2.56285927021911e-06	-0.270316439470492	0.126	0.311	0.0359159098128506	7	MLF1
2.93547087062268e-06	-0.320368188243717	0.205	0.386	0.0411376887809062	7	PPP2R3B
2.9391664921895e-06	-0.297120706998724	0.181	0.363	0.0411894792215437	7	ADCY5
3.80694773200664e-06	-0.281119853675774	0.244	0.428	0.0533505655163411	7	UGP2
3.99334957286998e-06	0.278033611386305	0.575	0.405	0.0559628009141999	7	FOXP1
4.05922087598448e-06	-0.261662168935554	0.134	0.305	0.0568859213560465	7	BCAM
4.1034671091114e-06	-0.257175718673075	0.228	0.411	0.0575059880670871	7	ASAH1
4.84860893113965e-06	-0.288222477670624	0.244	0.414	0.0679484055609911	7	MTUS1
5.23906887308495e-06	-0.25655684323173	0.189	0.367	0.0734203111874125	7	PTP4A3
5.2875219031831e-06	0.307458214841404	0.504	0.341	0.0740993319512079	7	LAMA4
6.45940796754353e-06	-0.333053567219323	0.181	0.353	0.090522143257155	7	IGFBP3
6.70634463943455e-06	-0.328434789100926	0.409	0.591	0.0939827137770358	7	KTN1
7.01678513141153e-06	-0.30862514902354	0.102	0.279	0.0983332268316011	7	SDHB
7.79842334706093e-06	-0.289217593659873	0.732	0.794	0.109287104785712	7	ATP5G2
8.52481848493025e-06	-0.289995300519976	0.331	0.481	0.119466806247813	7	GAS6
8.99276995639618e-06	-0.286067218497497	0.685	0.807	0.126024678168936	7	TPM2
9.67480974121244e-06	-0.296995731823049	0.976	0.976	0.135582783713351	7	RPS4X
9.85231963604804e-06	-0.338448207833572	0.433	0.567	0.138070407379577	7	NDUFB10
9.86725597933804e-06	-0.346221216869287	0.157	0.323	0.138279725294443	7	COX17
9.95537141770425e-06	-0.294190324255743	0.213	0.382	0.139514575047707	7	DSP
1.01750550395364e-05	-0.251045202230086	0.11	0.268	0.142593221324063	7	LMO7
1.07619156626523e-05	-0.278514802353915	0.457	0.586	0.15081748609641	7	SLC25A5
1.14542785386648e-05	-0.26991909425789	0.252	0.434	0.160520259440849	7	PNKD
1.71704747140995e-05	-0.402545797350849	0.465	0.574	0.24062703264339	7	NDUFB1
1.7226423740766e-05	-0.259087654434471	0.228	0.388	0.241411102303095	7	NNT
1.88941173881498e-05	-0.312546966639029	0.268	0.41	0.264782161077531	7	VEGFA
2.04440193544567e-05	-0.301504286698501	0.717	0.747	0.286502487233356	7	NDUFS5
2.13210958142595e-05	-0.257002484691008	0.181	0.341	0.298793836741033	7	ATP13A3
2.13961249253822e-05	-0.300819771699712	0.504	0.603	0.299845294704306	7	ABLIM1
2.71685360304416e-05	0.258634710553381	0.583	0.434	0.380739863930609	7	NONO
2.86825180184061e-05	-0.363926887434249	0.512	0.602	0.401956807509944	7	UQCRB
2.87848941663657e-05	-0.286032571252566	0.339	0.485	0.403391506847449	7	MDH2
2.91228377450947e-05	0.320804937036732	0.614	0.451	0.408127448159757	7	PLD3
2.92340001242376e-05	-0.299038516653322	0.268	0.425	0.409685277741066	7	ATP5H
3.31221094922812e-05	-0.32226623424678	0.409	0.552	0.464173242424829	7	HINT1
3.57145549513583e-05	-0.258653715681482	0.276	0.439	0.500503773088336	7	SNHG25
3.82246660861746e-05	0.28907651476182	0.693	0.516	0.535680470531651	7	HMGB1
3.8361342719761e-05	0.270148034504435	0.409	0.254	0.537595856874731	7	BCL7C
3.96212103069169e-05	-0.305350230388037	0.661	0.714	0.555251641241133	7	UBL5
4.45923969489956e-05	-0.254325203627267	0.449	0.603	0.624917850843224	7	HSPG2
5.16449404706241e-05	-0.318015721965033	0.213	0.364	0.723752195755326	7	NDUFB6
5.74666212638645e-05	-0.261212605003007	0.386	0.529	0.805337230391796	7	HK1
6.00696842154365e-05	0.271489948016217	0.591	0.422	0.841816554595127	7	YWHAB
6.9486036380474e-05	-0.282945714946275	0.299	0.457	0.973777313835963	7	ECI1
8.53898204972812e-05	0.300395243324056	0.819	0.655	1.0	7	DDX5
0.000108872622074775	-0.294947414948424	0.228	0.367	1.0	7	LAMTOR5
0.000113718562065581	-0.315323441396624	0.268	0.387	1.0	7	ETFB
0.000197711020338456	-0.270575942181248	0.378	0.467	1.0	7	STARD7
0.000209564375623058	-0.273613898879053	0.299	0.429	1.0	7	SMDT1
0.000256300930249392	-0.265605282560017	0.252	0.384	1.0	7	SUCLG1
0.000275041234022602	-0.261595606710321	0.472	0.571	1.0	7	B2M
0.000348660655934927	-0.263013174088139	0.614	0.686	1.0	7	CHCHD2
0.00039808618123129	-0.25101507566918	0.228	0.355	1.0	7	PDHA1
0.000431018603070319	-0.256868648264626	0.512	0.599	1.0	7	ATP5J2
0.000500813102082854	0.262809411358226	0.378	0.243	1.0	7	ENAH
0.000668674409027432	-0.267346530041558	0.614	0.699	1.0	7	ATP5L
0.00135330953428813	-0.302185618178037	0.339	0.438	1.0	7	GNG5
0.0016764962181083	-0.258758862827326	0.425	0.502	1.0	7	NDUFA6
0.00428291472337004	-0.264518223788729	0.189	0.282	1.0	7	NDUFB3
0.00848434198287342	-0.258821313518213	0.402	0.474	1.0	7	COMMD6
1.55140464080624e-217	0.931279621463666	0.826	0.045	2.17413846362587e-213	8	GDF15
4.30010781041131e-217	0.671791167481359	0.624	0.02	6.02617108551041e-213	8	MT1HL1
5.21186770616448e-196	1.29738847148741	0.881	0.066	7.30391140341891e-192	8	SLC39A8
1.37219651520252e-192	0.869520175059333	0.761	0.044	1.92299619640481e-188	8	YPEL4
1.67105375202087e-191	1.8487298223448	0.972	0.094	2.34181472808204e-187	8	MT1H
8.35421960049435e-189	0.563165353839792	0.541	0.017	1.17076033481328e-184	8	CTSE
1.7253252631188e-185	1.05117664076096	0.761	0.046	2.41787082373469e-181	8	EPB42
1.62858048229565e-182	0.62263295223179	0.606	0.025	2.28229268788912e-178	8	PHOSPHO1
4.29897180909314e-181	0.713182741649263	0.661	0.033	6.02457909326313e-177	8	ESPN
3.49373647296271e-179	1.0218376857518	0.78	0.052	4.89612229320994e-175	8	SPTA1
1.1714143306511e-178	1.62982858911129	0.963	0.1	1.64162004297445e-174	8	FAM46C
4.43961651641841e-177	1.03818904726205	0.807	0.06	6.22167858610876e-173	8	DMTN
5.34550103763458e-173	0.843835450465752	0.706	0.042	7.4911851541411e-169	8	TRIM58
8.30126477458571e-173	1.27968655946749	0.853	0.073	1.16333924551044e-168	8	MT1F
1.66067325338381e-169	0.836781564526978	0.761	0.053	2.32726749729207e-165	8	TUBA4A
1.3307560504108e-157	0.538041203962693	0.541	0.023	1.8649215290457e-153	8	TUBB1
2.62720141603595e-155	0.687119685249599	0.633	0.037	3.68176006443278e-151	8	TMEM158
5.21281265934373e-146	0.631212926934177	0.523	0.024	7.30523566080431e-142	8	GYPB
8.40227355014605e-145	0.582799811668965	0.486	0.02	1.17749461531747e-140	8	SLC30A10
2.17198839894994e-144	1.39256507715531	0.872	0.102	3.04382454228844e-140	8	BPGM
4.39409037477594e-142	1.24149491118416	0.881	0.105	6.157878251211e-138	8	HMOX1
1.38261477500507e-139	1.50670247031508	0.853	0.097	1.9375963456921e-135	8	AC104389.2
7.02181740893358e-136	0.848668746192216	0.761	0.07	9.84037491687952e-132	8	SMIM1
1.76607352852415e-134	1.04349813286646	0.826	0.091	2.47497544287374e-130	8	MPP1
1.42188005571199e-131	1.88259566968101	0.991	0.173	1.99262271007479e-127	8	MT2A
1.64767491997387e-131	1.39678804687989	0.936	0.141	2.30905163285138e-127	8	BTG2
2.27199086582553e-129	0.498370678951642	0.486	0.024	3.1839679993679e-125	8	GFI1B
7.58840177787719e-127	1.96608689885272	0.991	0.174	1.06343862515171e-122	8	AC104389.1
8.00998363247446e-127	0.543998149801861	0.56	0.036	1.12251910625497e-122	8	XK
1.94188730920751e-126	1.30056783933729	0.936	0.148	2.72136087512341e-122	8	MTURN
3.19113196489772e-125	0.356599384795621	0.358	0.011	4.47205233560767e-121	8	ALS2CR12
1.28371585463738e-124	0.685527188480157	0.587	0.042	1.79899939868883e-120	8	MT1X
5.2451096801647e-123	0.553936461150178	0.468	0.024	7.35049670578281e-119	8	KEL
2.64664381011582e-121	0.947185115760371	0.789	0.09	3.70900663549632e-117	8	SNCA
5.64821157300275e-121	0.427955840686204	0.44	0.02	7.91540369840606e-117	8	MYT1
6.35326395904238e-119	1.32158644243411	0.872	0.128	8.90346411220199e-115	8	MT1E
7.11120954148868e-119	0.771794705662328	0.67	0.063	9.96564905144223e-115	8	STK17A
1.35935322446454e-116	0.383147467343782	0.367	0.013	1.90499760876461e-112	8	ANKRD18B
3.82342850874537e-114	0.508948856104953	0.495	0.031	5.35815271215577e-110	8	TCP11L2
1.00243401956552e-113	0.740870681389981	0.624	0.056	1.40481103501912e-109	8	RGS10
1.01636797202016e-113	0.369801402148082	0.367	0.014	1.42433807598906e-109	8	GRAP2
1.33087635848063e-113	0.532194654223346	0.541	0.038	1.86509012877476e-109	8	ICAM4
6.26228340236925e-113	0.49646863088136	0.55	0.04	8.77596396008026e-109	8	YOD1
3.19001215712328e-112	1.46401791195052	0.945	0.184	4.47048303699257e-108	8	GADD45A
3.4703560642385e-112	1.04613038114128	0.798	0.109	4.86335698842384e-108	8	FAXDC2
1.28539385389455e-108	1.17121766547929	0.899	0.154	1.80135094684782e-104	8	HMBS
3.75106720802648e-108	1.06044258125738	0.835	0.129	5.25674558532832e-104	8	HEXIM1
1.99701978888183e-106	0.387920768594401	0.404	0.02	2.798623532139e-102	8	PITX1
2.95253135938453e-106	0.390150526133045	0.431	0.024	4.13767744704148e-102	8	MIR4732
3.89391108823196e-106	1.35104821212316	0.881	0.156	5.45692699904827e-102	8	FECH
1.08905423562769e-105	0.403533136823529	0.385	0.018	1.52620060580864e-101	8	RHAG
3.53403879326288e-105	0.681946434666049	0.587	0.052	4.9526019648786e-101	8	ERMAP
4.96374508023266e-105	1.05343421327753	0.881	0.152	6.95619235543804e-101	8	DDI2
1.48471622695863e-104	1.16669805922088	0.872	0.152	2.08068132045982e-100	8	SPECC1
1.07574562250626e-103	0.520649800464043	0.523	0.039	1.50754991538027e-99	8	SLC6A9
6.20831820289093e-103	0.572990983332372	0.55	0.045	8.70033712953135e-99	8	SMIM5
2.14633533428268e-102	0.305652399343928	0.312	0.011	3.00787433746375e-98	8	ACSL6
4.94505474203297e-102	0.992390390115276	0.844	0.137	6.929999715485e-98	8	MDM2
1.7989872846166e-98	0.259269325498168	0.358	0.016	2.52110078066171e-94	8	RUNDC3A
7.76057831350767e-98	0.439786076528385	0.394	0.021	1.08756744485497e-93	8	RP5-1198O20.4
8.27963016497719e-97	0.314887266118993	0.284	0.009	1.1603073713199e-92	8	MT1M
1.17298989765741e-95	0.705182707114909	0.642	0.072	1.64382804257709e-91	8	MAP1A
2.5054467050834e-95	1.55478111101421	0.991	0.264	3.51113301250388e-91	8	BLVRB
3.89678612114731e-95	0.620436761861086	0.606	0.063	5.46095607017584e-91	8	GCLM
1.25577879880275e-92	1.94028702271216	0.991	0.316	1.75984840864217e-88	8	FAM210B
1.96847179112556e-91	0.356011031199526	0.422	0.028	2.75861636808336e-87	8	NPL
1.60437388596987e-90	0.403568977467479	0.385	0.023	2.24836956379817e-86	8	SLC38A5
8.51255628595295e-89	0.57071817290529	0.606	0.067	1.19294963791345e-84	8	TAL1
6.85383371224812e-87	0.853433029500302	0.697	0.098	9.60496256434451e-83	8	STRADB
2.49638216723787e-86	0.597812603898946	0.587	0.065	3.49842996916715e-82	8	RORA
5.49478662946601e-86	0.723069657812664	0.716	0.107	7.70039398253366e-82	8	ELL2
6.34302733370843e-86	0.702997966705703	0.725	0.107	8.889118505459e-82	8	PIP4K2A
1.52001356448229e-85	0.95946663450332	0.853	0.174	2.13014700926548e-81	8	CREG1
3.31635838930531e-85	1.13639702650394	0.908	0.219	4.64754464677247e-81	8	ADIPOR1
4.05480821619424e-85	0.50234213807412	0.422	0.031	5.6824082341746e-81	8	IQGAP2
5.02650201770472e-85	0.315009635072546	0.312	0.015	7.0441399276114e-81	8	CTD-3154N5.2
5.84605016645933e-85	0.508276395994367	0.532	0.053	8.19265470327611e-81	8	SLC7A5
5.37126394011565e-84	1.08069191084556	0.853	0.184	7.52728928567808e-80	8	DCAF12
1.2843060433109e-83	0.706374797914013	0.697	0.102	1.7998264890959e-79	8	FAM117A
1.15885666513242e-81	0.909817985328228	0.807	0.153	1.62402173051657e-77	8	C9orf78
2.41249338092995e-81	0.830491636068502	0.807	0.156	3.38086822403523e-77	8	FOXO3
4.21741327648347e-80	0.746718522833026	0.716	0.113	5.91028296566393e-76	8	APOBEC3C
8.51589751552844e-80	0.564884978401953	0.578	0.068	1.19341787782616e-75	8	FAM104A
1.98725503989662e-79	0.838562997314323	0.734	0.125	2.78493921291112e-75	8	CDKN1A
8.01994280340423e-79	0.847881463103107	0.771	0.144	1.12391478446907e-74	8	R3HDM4
6.92930134073346e-78	0.687974611941752	0.661	0.097	9.71072289890387e-74	8	LYL1
1.03392792813743e-77	0.91732958732951	0.835	0.176	1.4489465984918e-73	8	OSBP2
1.07971050446053e-77	0.365570103717358	0.33	0.019	1.51310630095099e-73	8	DRAM1
6.72786019057612e-77	1.24909572316689	0.917	0.266	9.42842327107337e-73	8	MXI1
1.10384379537194e-76	0.472825238136405	0.569	0.066	1.54692669483424e-72	8	TMCC2
2.5265274921487e-76	0.271104162205809	0.294	0.015	3.54067562749718e-72	8	PLEK2
3.23765042137056e-76	1.30387810274196	0.917	0.271	4.53724330050871e-72	8	SLC25A39
1.16089561031608e-75	0.933173180861708	0.853	0.19	1.62687910829696e-71	8	BCL2L1
2.96418461524595e-75	1.36132062679115	0.917	0.288	4.15400831980568e-71	8	NCOA4
3.31741913717226e-75	0.782737810343922	0.817	0.163	4.6490311788332e-71	8	NPRL3
7.8417226141823e-73	0.965782882126734	0.752	0.15	1.09893900715151e-68	8	GCC2
9.61957520739537e-73	0.387935818935291	0.394	0.032	1.34808726956439e-68	8	SNX22
2.37719264789198e-72	0.581905136268477	0.578	0.077	3.33139777675582e-68	8	ABCB10
4.06052815099396e-71	0.524137873312201	0.505	0.057	5.69042415080294e-67	8	ATF3
4.40325143093393e-71	0.924328798126579	0.807	0.183	6.17071655531081e-67	8	CPEB4
3.37984089082991e-70	0.663498959351597	0.633	0.099	4.73650902440903e-66	8	USP12
6.63039213289649e-70	0.496648023067653	0.596	0.082	9.29183153504114e-66	8	SLC1A5
7.83897396843603e-70	0.454593825302597	0.477	0.053	1.09855381193663e-65	8	ARL4A
3.85003900035342e-69	0.398317925946594	0.477	0.052	5.39544465509529e-65	8	AEN
1.30487199315986e-68	0.254204196427711	0.284	0.016	1.82864761121423e-64	8	TFR2
2.10517517009732e-68	0.565078342816655	0.532	0.068	2.95019248337439e-64	8	CHPT1
5.01014457888773e-68	1.0342579414207	0.789	0.186	7.02121661285326e-64	8	OPTN
2.10058738334774e-67	1.36996058743758	0.972	0.454	2.94376315902353e-63	8	RBM38
4.26106585426739e-67	0.846241464757542	0.771	0.168	5.97145768817032e-63	8	MKRN1
1.87984757815665e-66	0.658783453710798	0.606	0.094	2.63441839602874e-62	8	SSX2IP
4.45492934757871e-66	0.336004512453354	0.431	0.043	6.2431379876968e-62	8	FOXO4
4.47577453393826e-66	1.37648218003248	0.936	0.39	6.27235043186107e-62	8	FAM213A
7.88962002930908e-66	0.36731993992854	0.312	0.021	1.10565135090737e-61	8	NAPA
2.31925470893866e-65	0.830404949564069	0.679	0.13	3.25020354910664e-61	8	PLIN2
6.15323817829508e-65	0.293476384291311	0.257	0.014	8.62314798306272e-61	8	ART4
4.0680403794273e-64	1.20985041769885	0.972	0.42	5.70095178772942e-60	8	RNF10
7.30207695928446e-64	1.26880883771271	1.0	0.984	1.02331306507412e-59	8	FTH1
7.39458784072186e-64	1.28053359468964	0.945	0.385	1.03627753999876e-59	8	SLC2A1
4.7333902413796e-63	0.332356266326509	0.413	0.042	6.63337308426938e-59	8	SH3BGRL2
8.18046305875246e-63	0.287564205254264	0.275	0.017	1.14641009305357e-58	8	TRIM10
1.31266690792773e-62	1.27746226181393	0.945	0.435	1.83957140476993e-58	8	TXNIP
4.65093155765206e-62	0.514061537613954	0.56	0.084	6.51781548489359e-58	8	CCDC117
8.79688685214554e-62	0.727306316394392	0.725	0.155	1.23279572345968e-57	8	KLF3
1.19209958276868e-61	0.566957889868696	0.587	0.092	1.67060835529203e-57	8	UCP2
2.25373551868811e-61	0.379692560315344	0.45	0.052	3.15838495588952e-57	8	MBNL3
4.04291894651996e-61	0.439118527930052	0.477	0.059	5.66574661165307e-57	8	GADD45G
5.22641236519083e-61	0.906398237569208	0.807	0.218	7.32429428857842e-57	8	SAT1
5.95435973289257e-61	0.434704078138963	0.45	0.053	8.34443972967565e-57	8	GCLC
8.97109590088422e-61	1.07491283537353	0.917	0.339	1.25720937954991e-56	8	PNRC1
1.08769920511628e-60	0.502793589671891	0.431	0.049	1.52430166604996e-56	8	ACSM3
1.54127903517987e-60	0.550167172303555	0.569	0.089	2.15994843990107e-56	8	GALNT10
4.66716002507664e-60	0.64323951221721	0.67	0.13	6.5405580591424e-56	8	SLC20A1
7.34471714959468e-60	0.550248481449288	0.624	0.109	1.0292886613442e-55	8	MARCH8
2.03478460253323e-59	0.582578825972785	0.606	0.104	2.85154714199007e-55	8	AGTPBP1
7.68245137618388e-59	1.24104803989175	0.954	0.44	1.07661873585841e-54	8	PTP4A2
1.33064567221897e-58	0.561357743943537	0.56	0.09	1.86476684504767e-54	8	KAT2B
2.43809945256892e-58	0.482142332361338	0.569	0.091	3.41675257283008e-54	8	GNG2
3.74878276054046e-58	0.284765438360239	0.33	0.028	5.2535441606214e-54	8	SP6
8.185390716231e-58	0.275073678834049	0.303	0.023	1.14710065497261e-53	8	ACHE
2.13524255783186e-57	0.423927755280879	0.514	0.071	2.99232892054556e-53	8	TESC
2.4455662354418e-57	0.534096442945346	0.624	0.112	3.42721652234814e-53	8	SLC3A2
6.51690372146092e-57	0.762806555737491	0.716	0.163	9.13278887525534e-53	8	SELENBP1
2.43061070112116e-56	0.493041712551016	0.541	0.086	3.40625783655119e-52	8	TMEM57
3.60234977321654e-56	1.00232937026262	0.872	0.307	5.04833297218566e-52	8	TRAK2
7.3887701961353e-56	1.03521879161831	0.936	0.417	1.0354622552864e-51	8	NUDT4
8.27923429376201e-56	0.434171151104584	0.468	0.062	1.16025189392781e-51	8	RAP1GAP
9.40528248896791e-56	1.18338701418299	0.945	0.421	1.31805628800396e-51	8	S100A6
1.290220222984e-55	0.927351543816256	0.835	0.271	1.80811462048978e-51	8	BNIP3L
1.60791190582401e-55	0.663042134605322	0.716	0.157	2.25332774482177e-51	8	TMBIM1
2.24579921043487e-55	0.582970931214965	0.661	0.132	3.14726301350342e-51	8	CPOX
4.91971752429326e-55	0.619216112739695	0.624	0.119	6.89449213854457e-51	8	MYLIP
8.03559627678674e-55	0.696437396554091	0.771	0.198	1.12610846222889e-50	8	PPP1R15A
8.41048068902022e-55	0.722477877128921	0.651	0.137	1.17864476375929e-50	8	XPO7
8.61924365089329e-55	0.751075807784738	0.743	0.185	1.20790080523619e-50	8	EHD1
3.45904482424752e-54	0.546517463880832	0.606	0.111	4.84750541670048e-50	8	PIM1
3.77668168226549e-54	1.07022602002878	0.899	0.342	5.29264170952686e-50	8	DNAJA1
1.0096267261256e-53	0.565099256613482	0.615	0.118	1.41489089399241e-49	8	MAN2A2
7.45842355426824e-53	0.64768950860582	0.596	0.116	1.04522347689515e-48	8	USP15
9.27740126398964e-53	0.974521501587073	0.872	0.322	1.30013501313551e-48	8	SQSTM1
1.33735260542588e-52	0.81653218156759	0.807	0.242	1.87416594124382e-48	8	GSPT1
2.91239944878635e-52	0.321414283086513	0.413	0.051	4.08143658752919e-48	8	LMO2
3.31445807054391e-52	0.878288902946685	1.0	0.935	4.64488154006024e-48	8	UBB
7.2313950571298e-52	0.27541044683907	0.275	0.022	1.01340770330617e-47	8	FAM65C
9.91758266785214e-52	0.288705911810608	0.339	0.034	1.3898500350728e-47	8	MXD1
2.45746859446249e-51	0.702408755659641	0.716	0.179	3.44389648827973e-47	8	FAM20B
4.61024307104002e-51	0.360665830471465	0.468	0.068	6.46079463975549e-47	8	UHMK1
7.27825288727119e-51	0.305441046341751	0.339	0.035	1.01997435962218e-46	8	LXN
1.59913690038862e-50	1.0879756085894	0.972	0.865	2.24103045220461e-46	8	PABPC1
3.72210812604875e-50	0.65396575413044	0.661	0.15	5.21616232784471e-46	8	S100A4
1.18253903445731e-49	0.555687988911631	0.688	0.156	1.65721020288847e-45	8	YPEL3
1.72356915269301e-49	0.869595640543905	0.927	0.339	2.41540981058398e-45	8	GSTO1
3.70067545696009e-49	0.665699238188538	0.743	0.201	5.18612658538386e-45	8	EIF3J
4.63421681723274e-49	0.699179241761261	0.697	0.175	6.49439144766996e-45	8	CORO1C
6.78127487363971e-49	0.967856643921302	0.972	0.516	9.5032786079187e-45	8	RAD23A
1.33543681502565e-48	0.344624385291533	0.385	0.048	1.87148115257694e-44	8	E2F2
1.48537121422621e-48	0.746535893425195	0.844	0.295	2.08159921961661e-44	8	MAP1LC3B
4.3556703025616e-48	0.577016288311872	0.716	0.175	6.10403636200983e-44	8	NDRG1
6.90035751825754e-48	0.618246138921507	0.661	0.158	9.67016102608612e-44	8	PHF3
9.84143524798083e-48	0.356219914111502	0.431	0.062	1.37917873565203e-43	8	ILF3-AS1
1.46195466394194e-47	0.379320802401593	0.486	0.077	2.04878326604823e-43	8	MFHAS1
1.46667907522216e-47	0.282583314612218	0.294	0.028	2.05540405601634e-43	8	PIM2
1.7034341722065e-47	0.916666646873621	0.899	0.397	2.38719264893019e-43	8	PA2G4
1.72076621895184e-47	0.757072343994325	0.716	0.2	2.41148177923911e-43	8	ARID3A
8.63778497512757e-47	0.678084702810119	0.697	0.19	1.21049918641438e-42	8	GLRX5
1.49026847282258e-46	0.261572640343275	0.257	0.021	2.08846223781357e-42	8	PTK2B
3.11132510351507e-46	0.534246946505545	0.587	0.12	4.36021100006602e-42	8	TSPAN5
4.03129858738254e-46	0.393270381452213	0.422	0.061	5.64946184035789e-42	8	DEDD2
8.3510567615298e-46	0.316085535880446	0.349	0.041	1.17031709456079e-41	8	TANGO2
8.94620936173432e-46	1.00506724002949	0.908	0.409	1.25372177995345e-41	8	SOD1
9.37165241365163e-46	0.602379354976541	0.679	0.167	1.31334336924914e-41	8	SPTB
1.69322790759851e-45	0.495430626901982	0.624	0.139	2.37288958970855e-41	8	FURIN
2.14039296174924e-45	0.305369578495808	0.321	0.035	2.99954669659539e-41	8	DYRK3
2.28906176388548e-45	0.795622656537154	0.761	0.238	3.20789115590911e-41	8	RIOK3
3.07694506357754e-45	0.805328203294458	0.862	0.35	4.31203081209756e-41	8	UBE2H
4.73465430887581e-45	0.789740296337942	0.844	0.286	6.63514454845856e-41	8	TALDO1
5.883197939102e-45	0.571225925996656	0.596	0.134	8.24471359185754e-41	8	MOB1B
2.9336419265561e-44	0.739474634499637	0.844	0.306	4.11120579587572e-40	8	FKBP8
2.99000974877377e-44	0.618909815287447	0.716	0.192	4.19019966193156e-40	8	RMND5A
3.24602318556529e-44	0.445416299307578	0.532	0.101	4.5489768922512e-40	8	BMP2K
6.24040584797758e-44	0.658057670532542	0.78	0.238	8.74530475535579e-40	8	HIST1H1C
7.23400852112132e-44	0.481719042423379	0.523	0.1	1.01377395414994e-39	8	CIR1
7.33286122201147e-44	0.422961565336608	0.477	0.083	1.02762717165269e-39	8	ALAD
3.15862479394855e-43	0.689298355608491	0.734	0.214	4.42649678623949e-39	8	UBAC1
3.86947204995023e-43	0.93565647339557	0.908	0.399	5.42267813080025e-39	8	RPS27L
5.4113006016941e-43	0.758168429289636	0.752	0.247	7.5833966632141e-39	8	TOP1
7.32689839345055e-43	0.396475085689968	0.477	0.084	1.02679154085816e-38	8	METTL7A
1.12576568411289e-42	0.415878250625652	0.459	0.078	1.5776480297158e-38	8	BRAP
4.72202052757233e-42	0.459051446884309	0.505	0.097	6.61743956733986e-38	8	TRIAP1
7.67328954037078e-42	0.299675296808201	0.33	0.041	1.07533479618756e-37	8	MIR22HG
2.32773343523845e-41	0.287475774036548	0.321	0.039	3.26208563614317e-37	8	TSPAN32
8.79144024783246e-41	0.384998932089509	0.422	0.069	1.23203243633124e-36	8	CCDC59
9.22041117198298e-41	0.482621953357578	0.505	0.099	1.29214842164169e-36	8	RALGPS2
1.22635472209941e-40	0.723387333833002	0.761	0.26	1.71861350755011e-36	8	ARHGEF12
1.4657058726024e-40	0.452726831797676	0.532	0.111	2.054040209865e-36	8	ZBTB7A
2.06645791020501e-40	0.712089688494428	0.752	0.253	2.8959341153613e-36	8	DNAJB1
2.22344659046856e-40	0.41374094619798	0.45	0.08	3.11593805188264e-36	8	CREBRF
2.5949179740526e-40	0.371236365164231	0.477	0.087	3.63651804883732e-36	8	DDIT3
6.28866474010421e-40	-0.848573775214412	0.954	0.994	8.81293476678204e-36	8	TMSB10
7.2121263665275e-40	0.848888268733193	0.982	0.769	1.01070738900516e-35	8	OAZ1
2.54139109717247e-39	0.523183750539326	0.541	0.121	3.5615054835775e-35	8	NET1
4.91273576760092e-39	0.758708700405915	0.807	0.307	6.88470790471593e-35	8	NARF
6.22186101706022e-39	0.555811714299627	0.661	0.181	8.7193160293082e-35	8	TMEM56
7.81080851693516e-39	0.605611746147317	0.633	0.171	1.09460670556329e-34	8	PCGF5
1.07334093339287e-38	0.381685188280795	0.394	0.063	1.50417998405677e-34	8	USP32
2.47750276163573e-38	0.477090027837853	0.541	0.122	3.47197237015631e-34	8	ZNF451
4.62881416067504e-38	0.4508113793343	0.495	0.101	6.48682016477e-34	8	CSPP1
6.23715645434825e-38	0.380432803624447	0.505	0.103	8.74075105512364e-34	8	SNAP29
7.21859939950126e-38	0.835442077084763	0.817	0.331	1.01161451984611e-33	8	BRD4
8.12642158006005e-38	0.785378453006164	0.844	0.354	1.13883672022962e-33	8	GLUL
2.9046600334536e-37	0.435943171605725	0.495	0.105	4.07059057088188e-33	8	CEBPG
3.82586134193381e-37	0.250180574668999	0.349	0.051	5.36156208458604e-33	8	SLC30A1
4.91779887358899e-37	0.750603124513471	1.0	0.852	6.89180334144762e-33	8	UBC
4.95182211428988e-37	0.781895283336215	1.0	0.776	6.93948351096584e-33	8	PRDX2
7.66671518861016e-37	0.366405977237725	0.56	0.129	1.07441346653183e-32	8	PPP1R10
8.26567261929586e-37	0.486830518883958	0.596	0.149	1.15835136086812e-32	8	CLCN3
3.05994878237343e-36	0.902835291509433	0.761	0.307	4.28821222361813e-32	8	BEST1
